program_change channel=0 program=0 time=0 0.0
control_change channel=0 control=64 value=67 time=12 322.99609375
control_change channel=0 control=67 value=16 time=0 322.99609375
control_change channel=0 control=67 value=16 time=14 323.0143229166667
control_change channel=0 control=67 value=17 time=31 323.0546875
control_change channel=0 control=67 value=18 time=15 323.07421875
control_change channel=0 control=67 value=19 time=16 323.0950520833333
control_change channel=0 control=67 value=20 time=14 323.11328125
control_change channel=0 control=67 value=21 time=15 323.1328125
control_change channel=0 control=67 value=22 time=16 323.1536458333333
control_change channel=0 control=67 value=23 time=15 323.1731770833333
control_change channel=0 control=67 value=25 time=16 323.1940104166667
control_change channel=0 control=67 value=26 time=14 323.2122395833333
control_change channel=0 control=67 value=27 time=15 323.2317708333333
control_change channel=0 control=67 value=28 time=16 323.2526041666667
control_change channel=0 control=67 value=30 time=15 323.2721354166667
control_change channel=0 control=67 value=31 time=15 323.2916666666667
note_on channel=0 note=73 velocity=0 time=2 323.2942708333333
note_on channel=0 note=79 velocity=0 time=17 323.31640625
control_change channel=0 control=64 value=66 time=4 323.3216145833333
control_change channel=0 control=67 value=32 time=0 323.3216145833333
control_change channel=0 control=64 value=65 time=15 323.3411458333333
control_change channel=0 control=67 value=33 time=0 323.3411458333333
control_change channel=0 control=64 value=63 time=16 323.3619791666667
control_change channel=0 control=67 value=34 time=0 323.3619791666667
control_change channel=0 control=64 value=59 time=15 323.3815104166667
control_change channel=0 control=67 value=35 time=0 323.3815104166667
note_on channel=0 note=81 velocity=57 time=7 323.390625
control_change channel=0 control=64 value=49 time=8 323.4010416666667
control_change channel=0 control=67 value=35 time=0 323.4010416666667
note_on channel=0 note=77 velocity=38 time=13 323.41796875
note_on channel=0 note=82 velocity=0 time=1 323.4192708333333
control_change channel=0 control=64 value=28 time=1 323.4205729166667
control_change channel=0 control=67 value=36 time=0 323.4205729166667
note_on channel=0 note=74 velocity=40 time=5 323.4270833333333
control_change channel=0 control=64 value=0 time=10 323.4401041666667
control_change channel=0 control=67 value=36 time=0 323.4401041666667
control_change channel=0 control=67 value=37 time=16 323.4609375
control_change channel=0 control=67 value=38 time=15 323.48046875
control_change channel=0 control=67 value=39 time=15 323.5
control_change channel=0 control=67 value=41 time=15 323.51953125
control_change channel=0 control=67 value=42 time=15 323.5390625
control_change channel=0 control=67 value=42 time=15 323.55859375
control_change channel=0 control=67 value=44 time=15 323.578125
control_change channel=0 control=67 value=45 time=15 323.59765625
control_change channel=0 control=67 value=46 time=16 323.6184895833333
control_change channel=0 control=67 value=47 time=15 323.6380208333333
note_on channel=0 note=89 velocity=72 time=9 323.6497395833333
control_change channel=0 control=64 value=13 time=6 323.6575520833333
control_change channel=0 control=67 value=48 time=0 323.6575520833333
control_change channel=0 control=64 value=26 time=15 323.6770833333333
control_change channel=0 control=67 value=48 time=0 323.6770833333333
control_change channel=0 control=64 value=32 time=15 323.6966145833333
control_change channel=0 control=67 value=49 time=0 323.6966145833333
control_change channel=0 control=64 value=34 time=15 323.7161458333333
control_change channel=0 control=67 value=50 time=0 323.7161458333333
control_change channel=0 control=64 value=36 time=15 323.7356770833333
control_change channel=0 control=67 value=50 time=0 323.7356770833333
control_change channel=0 control=64 value=36 time=15 323.7552083333333
note_on channel=0 note=77 velocity=0 time=36 323.8020833333333
control_change channel=0 control=67 value=51 time=11 323.81640625
note_on channel=0 note=88 velocity=79 time=13 323.8333333333333
control_change channel=0 control=67 value=51 time=2 323.8359375
note_on channel=0 note=74 velocity=0 time=3 323.83984375
control_change channel=0 control=64 value=37 time=12 323.85546875
control_change channel=0 control=67 value=52 time=0 323.85546875
control_change channel=0 control=67 value=53 time=16 323.8763020833333
control_change channel=0 control=67 value=53 time=15 323.8958333333333
note_on channel=0 note=89 velocity=0 time=6 323.9036458333333
control_change channel=0 control=67 value=54 time=24 323.9348958333333
control_change channel=0 control=67 value=54 time=15 323.9544270833333
note_on channel=0 note=86 velocity=81 time=9 323.9661458333333
control_change channel=0 control=67 value=55 time=7 323.9752604166667
control_change channel=0 control=67 value=56 time=15 323.9947916666667
note_on channel=0 note=88 velocity=0 time=7 324.00390625
control_change channel=0 control=67 value=59 time=8 324.0143229166667
control_change channel=0 control=67 value=59 time=16 324.03515625
note_on channel=0 note=85 velocity=82 time=49 324.0989583333333
note_on channel=0 note=86 velocity=0 time=15 324.1184895833333
control_change channel=0 control=67 value=60 time=11 324.1328125
note_on channel=0 note=81 velocity=0 time=53 324.2018229166667
note_on channel=0 note=86 velocity=84 time=19 324.2265625
note_on channel=0 note=85 velocity=0 time=18 324.25
control_change channel=0 control=67 value=60 time=1 324.2513020833333
control_change channel=0 control=67 value=61 time=31 324.2916666666667
note_on channel=0 note=88 velocity=84 time=40 324.34375
note_on channel=0 note=86 velocity=0 time=9 324.35546875
control_change channel=0 control=67 value=61 time=34 324.3997395833333
note_on channel=0 note=86 velocity=80 time=60 324.4778645833333
note_on channel=0 note=88 velocity=0 time=31 324.5182291666667
control_change channel=0 control=67 value=62 time=30 324.5572916666667
control_change channel=0 control=64 value=36 time=46 324.6171875
control_change channel=0 control=64 value=32 time=15 324.63671875
note_on channel=0 note=84 velocity=76 time=11 324.6510416666667
control_change channel=0 control=64 value=17 time=4 324.65625
note_on channel=0 note=86 velocity=0 time=1 324.6575520833333
note_on channel=0 note=79 velocity=42 time=13 324.6744791666667
control_change channel=0 control=64 value=0 time=1 324.67578125
note_on channel=0 note=73 velocity=40 time=3 324.6796875
control_change channel=0 control=67 value=62 time=88 324.7942708333333
control_change channel=0 control=64 value=24 time=16 324.8151041666667
control_change channel=0 control=64 value=52 time=15 324.8346354166667
control_change channel=0 control=64 value=62 time=17 324.8567708333333
control_change channel=0 control=64 value=65 time=14 324.875
control_change channel=0 control=64 value=67 time=15 324.89453125
control_change channel=0 control=67 value=63 time=0 324.89453125
note_on channel=0 note=84 velocity=0 time=13 324.9114583333333
control_change channel=0 control=64 value=67 time=3 324.9153645833333
control_change channel=0 control=67 value=63 time=0 324.9153645833333
control_change channel=0 control=67 value=64 time=15 324.9348958333333
control_change channel=0 control=67 value=66 time=15 324.9544270833333
note_on channel=0 note=82 velocity=68 time=4 324.9596354166667
control_change channel=0 control=67 value=68 time=11 324.9739583333333
control_change channel=0 control=67 value=70 time=15 324.9934895833333
control_change channel=0 control=67 value=70 time=16 325.0143229166667
control_change channel=0 control=67 value=73 time=15 325.0338541666667
control_change channel=0 control=67 value=76 time=15 325.0533854166667
control_change channel=0 control=67 value=77 time=16 325.07421875
control_change channel=0 control=67 value=79 time=15 325.09375
control_change channel=0 control=67 value=82 time=14 325.1119791666667
control_change channel=0 control=67 value=84 time=16 325.1328125
control_change channel=0 control=67 value=88 time=15 325.15234375
note_on channel=0 note=79 velocity=0 time=11 325.1666666666667
control_change channel=0 control=67 value=90 time=5 325.1731770833333
control_change channel=0 control=67 value=93 time=15 325.1927083333333
control_change channel=0 control=67 value=96 time=14 325.2109375
control_change channel=0 control=67 value=101 time=16 325.2317708333333
note_on channel=0 note=73 velocity=0 time=1 325.2330729166667
control_change channel=0 control=64 value=67 time=14 325.2513020833333
control_change channel=0 control=67 value=104 time=0 325.2513020833333
control_change channel=0 control=64 value=66 time=16 325.2721354166667
control_change channel=0 control=67 value=108 time=0 325.2721354166667
control_change channel=0 control=64 value=64 time=15 325.2916666666667
control_change channel=0 control=67 value=113 time=0 325.2916666666667
control_change channel=0 control=64 value=61 time=22 325.3203125
control_change channel=0 control=67 value=119 time=0 325.3203125
note_on channel=0 note=82 velocity=0 time=14 325.3385416666667
control_change channel=0 control=64 value=56 time=2 325.3411458333333
control_change channel=0 control=67 value=125 time=0 325.3411458333333
note_on channel=0 note=81 velocity=57 time=2 325.34375
note_on channel=0 note=74 velocity=44 time=8 325.3541666666667
control_change channel=0 control=64 value=42 time=5 325.3606770833333
control_change channel=0 control=67 value=127 time=0 325.3606770833333
note_on channel=0 note=77 velocity=40 time=13 325.3776041666667
control_change channel=0 control=64 value=0 time=2 325.3802083333333
control_change channel=0 control=64 value=29 time=137 325.55859375
control_change channel=0 control=64 value=39 time=15 325.578125
note_on channel=0 note=82 velocity=67 time=4 325.5833333333333
control_change channel=0 control=64 value=44 time=11 325.59765625
note_on channel=0 note=81 velocity=0 time=11 325.6119791666667
control_change channel=0 control=64 value=45 time=4 325.6171875
control_change channel=0 control=64 value=46 time=30 325.65625
control_change channel=0 control=64 value=46 time=15 325.67578125
control_change channel=0 control=64 value=47 time=16 325.6966145833333
control_change channel=0 control=64 value=47 time=15 325.7161458333333
note_on channel=0 note=82 velocity=0 time=12 325.7317708333333
control_change channel=0 control=64 value=48 time=18 325.7552083333333
note_on channel=0 note=83 velocity=70 time=6 325.7630208333333
control_change channel=0 control=64 value=49 time=9 325.7747395833333
control_change channel=0 control=64 value=52 time=16 325.7955729166667
control_change channel=0 control=64 value=53 time=15 325.8151041666667
control_change channel=0 control=64 value=54 time=15 325.8346354166667
control_change channel=0 control=64 value=54 time=45 325.8932291666667
note_on channel=0 note=83 velocity=0 time=11 325.9075520833333
control_change channel=0 control=64 value=55 time=6 325.9153645833333
note_on channel=0 note=84 velocity=69 time=1 325.9166666666667
control_change channel=0 control=64 value=56 time=29 325.9544270833333
note_on channel=0 note=77 velocity=0 time=27 325.9895833333333
control_change channel=0 control=64 value=56 time=3 325.9934895833333
note_on channel=0 note=74 velocity=0 time=11 326.0078125
control_change channel=0 control=64 value=57 time=5 326.0143229166667
control_change channel=0 control=64 value=58 time=15 326.0338541666667
note_on channel=0 note=84 velocity=0 time=3 326.0377604166667
note_on channel=0 note=85 velocity=67 time=2 326.0403645833333
control_change channel=0 control=64 value=59 time=10 326.0533854166667
note_on channel=0 note=85 velocity=0 time=66 326.1393229166667
note_on channel=0 note=86 velocity=75 time=15 326.1588541666667
control_change channel=0 control=64 value=59 time=11 326.1731770833333
note_on channel=0 note=86 velocity=0 time=75 326.2708333333333
note_on channel=0 note=88 velocity=74 time=8 326.28125
control_change channel=0 control=64 value=60 time=60 326.359375
control_change channel=0 control=64 value=61 time=16 326.3802083333333
control_change channel=0 control=64 value=61 time=15 326.3997395833333
note_on channel=0 note=89 velocity=81 time=7 326.4088541666667
control_change channel=0 control=64 value=62 time=8 326.4192708333333
note_on channel=0 note=88 velocity=0 time=10 326.4322916666667
note_on channel=0 note=89 velocity=0 time=26 326.4661458333333
control_change channel=0 control=64 value=61 time=71 326.55859375
control_change channel=0 control=64 value=57 time=15 326.578125
control_change channel=0 control=64 value=51 time=15 326.59765625
note_on channel=0 note=89 velocity=62 time=0 326.59765625
note_on channel=0 note=71 velocity=40 time=2 326.6002604166667
control_change channel=0 control=64 value=35 time=13 326.6171875
control_change channel=0 control=64 value=0 time=16 326.6380208333333
control_change channel=0 control=64 value=47 time=153 326.8372395833333
control_change channel=0 control=64 value=60 time=14 326.85546875
control_change channel=0 control=64 value=65 time=15 326.875
note_on channel=0 note=80 velocity=68 time=10 326.8880208333333
note_on channel=0 note=89 velocity=0 time=4 326.8932291666667
control_change channel=0 control=64 value=67 time=2 326.8958333333333
control_change channel=0 control=64 value=69 time=14 326.9140625
control_change channel=0 control=64 value=69 time=15 326.93359375
control_change channel=0 control=64 value=70 time=16 326.9544270833333
note_on channel=0 note=80 velocity=0 time=20 326.98046875
control_change channel=0 control=64 value=69 time=57 327.0546875
control_change channel=0 control=64 value=68 time=15 327.07421875
control_change channel=0 control=64 value=66 time=16 327.0950520833333
control_change channel=0 control=64 value=63 time=15 327.1145833333333
control_change channel=0 control=64 value=54 time=15 327.1341145833333
note_on channel=0 note=73 velocity=52 time=14 327.15234375
control_change channel=0 control=64 value=29 time=1 327.1536458333333
note_on channel=0 note=79 velocity=61 time=5 327.16015625
control_change channel=0 control=64 value=0 time=10 327.1731770833333
note_on channel=0 note=71 velocity=0 time=34 327.2174479166667
note_on channel=0 note=79 velocity=0 time=136 327.39453125
note_on channel=0 note=88 velocity=59 time=33 327.4375
control_change channel=0 control=64 value=27 time=2 327.4401041666667
control_change channel=0 control=64 value=35 time=16 327.4609375
control_change channel=0 control=64 value=40 time=15 327.48046875
control_change channel=0 control=64 value=42 time=14 327.4986979166667
control_change channel=0 control=64 value=45 time=16 327.51953125
control_change channel=0 control=64 value=48 time=15 327.5390625
control_change channel=0 control=64 value=48 time=15 327.55859375
control_change channel=0 control=64 value=49 time=15 327.578125
control_change channel=0 control=64 value=48 time=46 327.6380208333333
control_change channel=0 control=64 value=44 time=15 327.6575520833333
control_change channel=0 control=64 value=36 time=15 327.6770833333333
control_change channel=0 control=64 value=10 time=15 327.6966145833333
control_change channel=0 control=64 value=0 time=15 327.7161458333333
note_on channel=0 note=88 velocity=0 time=0 327.7161458333333
note_on channel=0 note=77 velocity=50 time=16 327.7369791666667
note_on channel=0 note=73 velocity=0 time=11 327.7513020833333
note_on channel=0 note=74 velocity=37 time=9 327.7630208333333
control_change channel=0 control=64 value=21 time=71 327.85546875
control_change channel=0 control=64 value=30 time=16 327.8763020833333
control_change channel=0 control=64 value=40 time=15 327.8958333333333
control_change channel=0 control=64 value=51 time=15 327.9153645833333
control_change channel=0 control=64 value=58 time=16 327.9361979166667
control_change channel=0 control=64 value=62 time=14 327.9544270833333
control_change channel=0 control=64 value=64 time=15 327.9739583333333
control_change channel=0 control=64 value=64 time=30 328.0130208333333
control_change channel=0 control=64 value=65 time=16 328.0338541666667
note_on channel=0 note=86 velocity=58 time=3 328.0377604166667
control_change channel=0 control=64 value=66 time=14 328.0559895833333
note_on channel=0 note=68 velocity=39 time=11 328.0703125
control_change channel=0 control=64 value=68 time=4 328.0755208333333
control_change channel=0 control=64 value=71 time=15 328.0950520833333
note_on channel=0 note=86 velocity=0 time=11 328.109375
control_change channel=0 control=64 value=75 time=4 328.1145833333333
note_on channel=0 note=68 velocity=0 time=6 328.1223958333333
control_change channel=0 control=64 value=77 time=10 328.1354166666667
control_change channel=0 control=64 value=78 time=14 328.1536458333333
note_on channel=0 note=74 velocity=0 time=2 328.15625
control_change channel=0 control=64 value=78 time=142 328.3411458333333
control_change channel=0 control=64 value=77 time=31 328.3815104166667
control_change channel=0 control=64 value=77 time=16 328.40234375
control_change channel=0 control=64 value=76 time=14 328.4205729166667
control_change channel=0 control=64 value=74 time=15 328.4401041666667
control_change channel=0 control=64 value=72 time=16 328.4609375
control_change channel=0 control=64 value=69 time=15 328.48046875
control_change channel=0 control=64 value=66 time=16 328.5013020833333
control_change channel=0 control=64 value=61 time=14 328.51953125
note_on channel=0 note=81 velocity=51 time=7 328.5286458333333
note_on channel=0 note=77 velocity=0 time=4 328.5338541666667
control_change channel=0 control=64 value=58 time=4 328.5390625
note_on channel=0 note=74 velocity=38 time=8 328.5494791666667
control_change channel=0 control=64 value=54 time=8 328.5598958333333
note_on channel=0 note=69 velocity=22 time=9 328.5716145833333
control_change channel=0 control=64 value=49 time=6 328.5794270833333
control_change channel=0 control=64 value=41 time=14 328.59765625
control_change channel=0 control=64 value=27 time=16 328.6184895833333
control_change channel=0 control=64 value=0 time=15 328.6380208333333
control_change channel=0 control=64 value=43 time=182 328.875
control_change channel=0 control=64 value=56 time=15 328.89453125
control_change channel=0 control=64 value=61 time=15 328.9140625
control_change channel=0 control=64 value=63 time=16 328.9348958333333
control_change channel=0 control=64 value=63 time=14 328.953125
control_change channel=0 control=64 value=64 time=16 328.9739583333333
control_change channel=0 control=64 value=65 time=15 328.9934895833333
control_change channel=0 control=64 value=67 time=15 329.0130208333333
control_change channel=0 control=64 value=70 time=16 329.0338541666667
control_change channel=0 control=64 value=72 time=14 329.0520833333333
control_change channel=0 control=64 value=73 time=16 329.0729166666667
control_change channel=0 control=64 value=74 time=15 329.0924479166667
control_change channel=0 control=64 value=73 time=92 329.2122395833333
control_change channel=0 control=64 value=73 time=45 329.2708333333333
note_on channel=0 note=81 velocity=0 time=2 329.2734375
control_change channel=0 control=64 value=72 time=14 329.2916666666667
control_change channel=0 control=64 value=72 time=23 329.3216145833333
control_change channel=0 control=64 value=71 time=15 329.3411458333333
control_change channel=0 control=64 value=71 time=30 329.3802083333333
note_on channel=0 note=79 velocity=48 time=5 329.38671875
control_change channel=0 control=64 value=70 time=11 329.4010416666667
control_change channel=0 control=64 value=70 time=14 329.4192708333333
control_change channel=0 control=64 value=69 time=16 329.4401041666667
control_change channel=0 control=64 value=68 time=15 329.4596354166667
control_change channel=0 control=64 value=67 time=15 329.4791666666667
control_change channel=0 control=64 value=67 time=16 329.5
note_on channel=0 note=79 velocity=0 time=10 329.5130208333333
control_change channel=0 control=64 value=66 time=4 329.5182291666667
control_change channel=0 control=64 value=65 time=15 329.5377604166667
note_on channel=0 note=77 velocity=44 time=11 329.5520833333333
control_change channel=0 control=64 value=64 time=5 329.55859375
note_on channel=0 note=74 velocity=0 time=13 329.5755208333333
note_on channel=0 note=77 velocity=0 time=69 329.6653645833333
control_change channel=0 control=64 value=64 time=9 329.6770833333333
control_change channel=0 control=64 value=63 time=14 329.6953125
note_on channel=0 note=76 velocity=51 time=3 329.69921875
control_change channel=0 control=64 value=63 time=13 329.7161458333333
note_on channel=0 note=76 velocity=0 time=39 329.7669270833333
control_change channel=0 control=64 value=62 time=7 329.7760416666667
control_change channel=0 control=64 value=62 time=45 329.8346354166667
note_on channel=0 note=77 velocity=48 time=2 329.8372395833333
control_change channel=0 control=64 value=61 time=89 329.953125
control_change channel=0 control=64 value=61 time=16 329.9739583333333
control_change channel=0 control=64 value=60 time=15 329.9934895833333
control_change channel=0 control=64 value=58 time=16 330.0143229166667
control_change channel=0 control=64 value=57 time=15 330.0338541666667
control_change channel=0 control=64 value=55 time=14 330.0520833333333
control_change channel=0 control=64 value=53 time=16 330.0729166666667
control_change channel=0 control=64 value=48 time=15 330.0924479166667
control_change channel=0 control=64 value=42 time=14 330.1106770833333
note_on channel=0 note=77 velocity=0 time=9 330.1223958333333
control_change channel=0 control=64 value=31 time=7 330.1315104166667
note_on channel=0 note=76 velocity=35 time=14 330.1497395833333
control_change channel=0 control=64 value=0 time=1 330.1510416666667
note_on channel=0 note=73 velocity=26 time=36 330.1979166666667
control_change channel=0 control=64 value=52 time=186 330.4401041666667
control_change channel=0 control=64 value=62 time=15 330.4596354166667
control_change channel=0 control=64 value=66 time=16 330.48046875
control_change channel=0 control=64 value=69 time=15 330.5
note_on channel=0 note=69 velocity=0 time=11 330.5143229166667
control_change channel=0 control=64 value=71 time=3 330.5182291666667
control_change channel=0 control=64 value=71 time=16 330.5390625
note_on channel=0 note=76 velocity=0 time=25 330.5716145833333
note_on channel=0 note=73 velocity=0 time=76 330.6705729166667
control_change channel=0 control=64 value=71 time=126 330.8346354166667
control_change channel=0 control=64 value=70 time=61 330.9140625
control_change channel=0 control=64 value=70 time=31 330.9544270833333
control_change channel=0 control=64 value=69 time=45 331.0130208333333
control_change channel=0 control=64 value=69 time=31 331.0533854166667
control_change channel=0 control=64 value=68 time=15 331.0729166666667
control_change channel=0 control=64 value=67 time=31 331.11328125
control_change channel=0 control=67 value=124 time=15 331.1328125
control_change channel=0 control=64 value=67 time=14 331.1510416666667
control_change channel=0 control=67 value=119 time=0 331.1510416666667
control_change channel=0 control=64 value=66 time=16 331.171875
control_change channel=0 control=67 value=113 time=0 331.171875
control_change channel=0 control=64 value=64 time=15 331.19140625
control_change channel=0 control=67 value=107 time=0 331.19140625
control_change channel=0 control=64 value=62 time=15 331.2109375
control_change channel=0 control=67 value=101 time=0 331.2109375
control_change channel=0 control=64 value=61 time=15 331.23046875
control_change channel=0 control=67 value=96 time=0 331.23046875
control_change channel=0 control=67 value=91 time=16 331.2513020833333
control_change channel=0 control=64 value=60 time=16 331.2721354166667
control_change channel=0 control=67 value=86 time=0 331.2721354166667
control_change channel=0 control=64 value=57 time=15 331.2916666666667
control_change channel=0 control=67 value=83 time=0 331.2916666666667
control_change channel=0 control=64 value=50 time=23 331.3216145833333
control_change channel=0 control=67 value=80 time=0 331.3216145833333
control_change channel=0 control=64 value=37 time=15 331.3411458333333
control_change channel=0 control=67 value=77 time=0 331.3411458333333
control_change channel=0 control=64 value=21 time=14 331.359375
control_change channel=0 control=67 value=75 time=0 331.359375
control_change channel=0 control=64 value=0 time=16 331.3802083333333
control_change channel=0 control=67 value=73 time=0 331.3802083333333
control_change channel=0 control=67 value=71 time=15 331.3997395833333
control_change channel=0 control=67 value=69 time=16 331.4205729166667
control_change channel=0 control=67 value=67 time=15 331.4401041666667
control_change channel=0 control=67 value=65 time=14 331.4583333333333
control_change channel=0 control=67 value=63 time=16 331.4791666666667
control_change channel=0 control=67 value=61 time=15 331.4986979166667
control_change channel=0 control=67 value=60 time=15 331.5182291666667
control_change channel=0 control=67 value=59 time=16 331.5390625
control_change channel=0 control=67 value=58 time=31 331.5794270833333
control_change channel=0 control=67 value=57 time=15 331.5989583333333
control_change channel=0 control=67 value=57 time=14 331.6171875
control_change channel=0 control=67 value=56 time=16 331.6380208333333
control_change channel=0 control=67 value=56 time=31 331.6783854166667
control_change channel=0 control=67 value=55 time=15 331.6979166666667
control_change channel=0 control=67 value=55 time=15 331.7174479166667
control_change channel=0 control=67 value=54 time=31 331.7578125
note_on channel=0 note=81 velocity=62 time=76 331.8567708333333
control_change channel=0 control=67 value=55 time=30 331.8958333333333
control_change channel=0 control=67 value=55 time=46 331.9557291666667
control_change channel=0 control=64 value=47 time=60 332.0338541666667
control_change channel=0 control=64 value=60 time=15 332.0533854166667
control_change channel=0 control=67 value=56 time=0 332.0533854166667
control_change channel=0 control=64 value=66 time=15 332.0729166666667
control_change channel=0 control=64 value=69 time=16 332.09375
control_change channel=0 control=67 value=56 time=0 332.09375
control_change channel=0 control=64 value=72 time=15 332.11328125
control_change channel=0 control=64 value=75 time=15 332.1328125
control_change channel=0 control=67 value=57 time=0 332.1328125
control_change channel=0 control=64 value=78 time=15 332.15234375
control_change channel=0 control=67 value=59 time=0 332.15234375
control_change channel=0 control=64 value=81 time=15 332.171875
control_change channel=0 control=67 value=59 time=0 332.171875
control_change channel=0 control=64 value=84 time=15 332.19140625
control_change channel=0 control=67 value=60 time=0 332.19140625
control_change channel=0 control=64 value=86 time=16 332.2122395833333
control_change channel=0 control=67 value=61 time=0 332.2122395833333
control_change channel=0 control=67 value=62 time=15 332.2317708333333
control_change channel=0 control=67 value=63 time=16 332.2526041666667
control_change channel=0 control=67 value=64 time=14 332.2708333333333
control_change channel=0 control=67 value=65 time=15 332.2903645833333
control_change channel=0 control=67 value=66 time=25 332.3229166666667
control_change channel=0 control=67 value=67 time=15 332.3424479166667
control_change channel=0 control=67 value=68 time=15 332.3619791666667
control_change channel=0 control=67 value=70 time=15 332.3815104166667
note_on channel=0 note=81 velocity=0 time=3 332.3854166666667
control_change channel=0 control=67 value=72 time=12 332.4010416666667
control_change channel=0 control=67 value=73 time=16 332.421875
control_change channel=0 control=67 value=75 time=15 332.44140625
control_change channel=0 control=67 value=78 time=15 332.4609375
control_change channel=0 control=64 value=86 time=15 332.48046875
control_change channel=0 control=67 value=81 time=0 332.48046875
control_change channel=0 control=64 value=85 time=15 332.5
control_change channel=0 control=67 value=84 time=0 332.5
control_change channel=0 control=67 value=86 time=16 332.5208333333333
control_change channel=0 control=64 value=85 time=15 332.5403645833333
control_change channel=0 control=67 value=89 time=0 332.5403645833333
control_change channel=0 control=67 value=92 time=14 332.55859375
control_change channel=0 control=64 value=84 time=16 332.5794270833333
control_change channel=0 control=67 value=94 time=0 332.5794270833333
control_change channel=0 control=67 value=96 time=15 332.5989583333333
control_change channel=0 control=64 value=84 time=15 332.6184895833333
control_change channel=0 control=67 value=97 time=0 332.6184895833333
control_change channel=0 control=64 value=83 time=15 332.6380208333333
control_change channel=0 control=67 value=99 time=0 332.6380208333333
control_change channel=0 control=67 value=100 time=15 332.6575520833333
control_change channel=0 control=67 value=101 time=16 332.6783854166667
control_change channel=0 control=64 value=83 time=15 332.6979166666667
control_change channel=0 control=67 value=102 time=0 332.6979166666667
control_change channel=0 control=67 value=103 time=14 332.7161458333333
control_change channel=0 control=64 value=82 time=16 332.7369791666667
control_change channel=0 control=67 value=103 time=0 332.7369791666667
note_on channel=0 note=81 velocity=59 time=6 332.7447916666667
control_change channel=0 control=67 value=104 time=40 332.796875
note_on channel=0 note=69 velocity=29 time=0 332.796875
note_on channel=0 note=62 velocity=33 time=4 332.8020833333333
note_on channel=0 note=65 velocity=30 time=5 332.80859375
control_change channel=0 control=67 value=105 time=22 332.8372395833333
control_change channel=0 control=67 value=106 time=15 332.8567708333333
control_change channel=0 control=67 value=107 time=15 332.8763020833333
control_change channel=0 control=67 value=107 time=30 332.9153645833333
control_change channel=0 control=67 value=108 time=45 332.9739583333333
control_change channel=0 control=67 value=109 time=16 332.9947916666667
control_change channel=0 control=67 value=110 time=15 333.0143229166667
control_change channel=0 control=67 value=111 time=16 333.03515625
control_change channel=0 control=67 value=112 time=15 333.0546875
control_change channel=0 control=64 value=83 time=15 333.07421875
control_change channel=0 control=67 value=113 time=0 333.07421875
note_on channel=0 note=62 velocity=0 time=8 333.0846354166667
note_on channel=0 note=69 velocity=0 time=11 333.0989583333333
control_change channel=0 control=67 value=113 time=11 333.11328125
note_on channel=0 note=65 velocity=0 time=4 333.1184895833333
control_change channel=0 control=64 value=83 time=11 333.1328125
control_change channel=0 control=67 value=114 time=0 333.1328125
control_change channel=0 control=67 value=116 time=15 333.15234375
control_change channel=0 control=64 value=84 time=15 333.171875
control_change channel=0 control=67 value=117 time=0 333.171875
note_on channel=0 note=81 velocity=0 time=2 333.1744791666667
control_change channel=0 control=64 value=84 time=14 333.1927083333333
control_change channel=0 control=67 value=117 time=0 333.1927083333333
control_change channel=0 control=67 value=118 time=15 333.2122395833333
control_change channel=0 control=64 value=85 time=30 333.2513020833333
control_change channel=0 control=67 value=119 time=0 333.2513020833333
control_change channel=0 control=67 value=119 time=15 333.2708333333333
control_change channel=0 control=67 value=120 time=16 333.2916666666667
control_change channel=0 control=64 value=84 time=53 333.3606770833333
control_change channel=0 control=67 value=120 time=15 333.3802083333333
note_on channel=0 note=82 velocity=64 time=19 333.4049479166667
control_change channel=0 control=64 value=84 time=13 333.421875
control_change channel=0 control=67 value=121 time=0 333.421875
control_change channel=0 control=67 value=121 time=15 333.44140625
control_change channel=0 control=64 value=83 time=15 333.4609375
note_on channel=0 note=82 velocity=0 time=4 333.4661458333333
control_change channel=0 control=64 value=82 time=11 333.48046875
control_change channel=0 control=67 value=123 time=0 333.48046875
note_on channel=0 note=81 velocity=54 time=7 333.4895833333333
control_change channel=0 control=64 value=81 time=9 333.5013020833333
control_change channel=0 control=67 value=125 time=0 333.5013020833333
control_change channel=0 control=64 value=80 time=15 333.5208333333333
control_change channel=0 control=67 value=127 time=0 333.5208333333333
note_on channel=0 note=81 velocity=0 time=13 333.5377604166667
control_change channel=0 control=64 value=79 time=2 333.5403645833333
control_change channel=0 control=67 value=127 time=0 333.5403645833333
note_on channel=0 note=80 velocity=68 time=7 333.5494791666667
control_change channel=0 control=64 value=76 time=8 333.5598958333333
control_change channel=0 control=64 value=71 time=15 333.5794270833333
note_on channel=0 note=80 velocity=0 time=13 333.5963541666667
control_change channel=0 control=64 value=65 time=2 333.5989583333333
control_change channel=0 control=64 value=58 time=16 333.6197916666667
note_on channel=0 note=81 velocity=68 time=4 333.625
control_change channel=0 control=64 value=47 time=11 333.6393229166667
note_on channel=0 note=69 velocity=36 time=9 333.6510416666667
note_on channel=0 note=65 velocity=36 time=4 333.65625
control_change channel=0 control=64 value=38 time=2 333.6588541666667
note_on channel=0 note=62 velocity=33 time=1 333.66015625
control_change channel=0 control=64 value=24 time=14 333.6783854166667
control_change channel=0 control=64 value=0 time=15 333.6979166666667
control_change channel=0 control=64 value=19 time=61 333.77734375
control_change channel=0 control=64 value=48 time=15 333.796875
